Text,Level,Tokens
recommend how our classroom or playground could be improved.,Evaluate,"['recommend', 'how', 'our', 'classroom', 'or', 'playground', 'could', 'be', 'improved', '.']"
judge whether it would be possible to survive on an island alone and blinded. write about it.,Evaluate,"['judge', 'whether', 'it', 'would', 'be', 'possible', 'to', 'survive', 'on', 'an', 'island', 'alone', 'and', 'blinded', '.', 'write', 'about', 'it', '.']"
specify the thickness of a galvanized coating based on atmospheric data? (level 2),Apply,"['specify', 'the', 'thickness', 'of', 'a', 'galvanized', 'coating', 'based', 'on', 'atmospheric', 'data', '?', '(', 'level', '2', ')']"
"in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ",Analyze,"['in', 'what', 'ways', 'is', 'oxyperoxidase', 'similar', 'to', 'other', 'oxygenated', 'heme', 'proteins', ',', 'and', 'how', 'does', 'it', 'differ']"
compare three celebrations using a venn diagram.,Analyze,"['compare', 'three', 'celebrations', 'using', 'a', 'venn', 'diagram', '.']"
classify types of corrosion inhibitors,Understand,"['classify', 'types', 'of', 'corrosion', 'inhibitors']"
analyze the movements and sounds of a frog.,Analyze,"['analyze', 'the', 'movements', 'and', 'sounds', 'of', 'a', 'frog', '.']"
how would you compare sas with the visual basic application and spss for the processing and analysis of mainframe data,Understand,"['how', 'would', 'you', 'compare', 'sas', 'with', 'the', 'visual', 'basic', 'application', 'and', 'spss', 'for', 'the', 'processing', 'and', 'analysis', 'of', 'mainframe', 'data']"
"if interest were compounded monthly instead of daily, what would the difference in interest be?",Analyze,"['if', 'interest', 'were', 'compounded', 'monthly', 'instead', 'of', 'daily', ',', 'what', 'would', 'the', 'difference', 'in', 'interest', 'be', '?']"
relate topographic map to field features,Apply,"['relate', 'topographic', 'map', 'to', 'field', 'features']"
when did you born ?,Remember,"['when', 'did', 'you', 'born', '?']"
draw a painting that uses various principles of perspective to achieve its effect.,Create,"['draw', 'a', 'painting', 'that', 'uses', 'various', 'principles', 'of', 'perspective', 'to', 'achieve', 'its', 'effect', '.']"
critique an experimental design or a research proposal.,Evaluate,"['critique', 'an', 'experimental', 'design', 'or', 'a', 'research', 'proposal', '.']"
how to construct the optimal maintenance problem,Apply,"['how', 'to', 'construct', 'the', 'optimal', 'maintenance', 'problem']"
rewrite a part in the poem using a different speaker,Understand,"['rewrite', 'a', 'part', 'in', 'the', 'poem', 'using', 'a', 'different', 'speaker']"
justify your choice of data structure.,Create,"['justify', 'your', 'choice', 'of', 'data', 'structure', '.']"
how would you classify the geographic location of your school,Understand,"['how', 'would', 'you', 'classify', 'the', 'geographic', 'location', 'of', 'your', 'school']"
in what ways trajectory patterns differ according to abc,Analyze,"['in', 'what', 'ways', 'trajectory', 'patterns', 'differ', 'according', 'to', 'abc']"
can you distinguish pot still rums from column still rums by taste,Analyze,"['can', 'you', 'distinguish', 'pot', 'still', 'rums', 'from', 'column', 'still', 'rums', 'by', 'taste']"
what would you do if a heavy growth of bacteria had occurred,Apply,"['what', 'would', 'you', 'do', 'if', 'a', 'heavy', 'growth', 'of', 'bacteria', 'had', 'occurred']"
explain the causes of historical events,Understand,"['explain', 'the', 'causes', 'of', 'historical', 'events']"
"identify a property (commutative, additive, etc(",Remember,"['identify', 'a', 'property', '(', 'commutative', ',', 'additive', ',', 'etc', '(']"
construct one turing machine for computing each of the following functions,Apply,"['construct', 'one', 'turing', 'machine', 'for', 'computing', 'each', 'of', 'the', 'following', 'functions']"
select the most effective solution.,Evaluate,"['select', 'the', 'most', 'effective', 'solution', '.']"
how would you differentiate a project from a program,Analyze,"['how', 'would', 'you', 'differentiate', 'a', 'project', 'from', 'a', 'program']"
identify the correct definition of osmosis.,Remember,"['identify', 'the', 'correct', 'definition', 'of', 'osmosis', '.']"
"in your own words, how would you summarize the story up",Understand,"['in', 'your', 'own', 'words', ',', 'how', 'would', 'you', 'summarize', 'the', 'story', 'up']"
state how to find a word in a dictionary,Remember,"['state', 'how', 'to', 'find', 'a', 'word', 'in', 'a', 'dictionary']"
how many years does this animal live?,Remember,"['how', 'many', 'years', 'does', 'this', 'animal', 'live', '?']"
place the following in order of priority...,Evaluate,"['place', 'the', 'following', 'in', 'order', 'of', 'priority', '...']"
show how e-crm can be used to improve marketing positioning as explained in the article,Apply,"['show', 'how', 'e-crm', 'can', 'be', 'used', 'to', 'improve', 'marketing', 'positioning', 'as', 'explained', 'in', 'the', 'article']"
how does your pet differ from other animals?,Analyze,"['how', 'does', 'your', 'pet', 'differ', 'from', 'other', 'animals', '?']"
identify the five major prophets of the old testament.,Remember,"['identify', 'the', 'five', 'major', 'prophets', 'of', 'the', 'old', 'testament', '.']"
list three predominant economic systems that exist,Remember,"['list', 'three', 'predominant', 'economic', 'systems', 'that', 'exist']"
do you think that this statement conveys the idea that i am trying to portray,Evaluate,"['do', 'you', 'think', 'that', 'this', 'statement', 'conveys', 'the', 'idea', 'that', 'i', 'am', 'trying', 'to', 'portray']"
compose a complete c program that reads text strings from a text file into a suitable data,Create,"['compose', 'a', 'complete', 'c', 'program', 'that', 'reads', 'text', 'strings', 'from', 'a', 'text', 'file', 'into', 'a', 'suitable', 'data']"
revises and process to improve the outcome.,Create,"['revises', 'and', 'process', 'to', 'improve', 'the', 'outcome', '.']"
how would you have handled . . .?,Evaluate,"['how', 'would', 'you', 'have', 'handled', '.', '.', '.', '?']"
"how effectively did students analyze course content on race, class, and privilege through autobiographical reflection",Analyze,"['how', 'effectively', 'did', 'students', 'analyze', 'course', 'content', 'on', 'race', ',', 'class', ',', 'and', 'privilege', 'through', 'autobiographical', 'reflection']"
state the rule for using a semicolon in a sentence.,Remember,"['state', 'the', 'rule', 'for', 'using', 'a', 'semicolon', 'in', 'a', 'sentence', '.']"
devise plans to market or make artwork more valuable.,Create,"['devise', 'plans', 'to', 'market', 'or', 'make', 'artwork', 'more', 'valuable', '.']"
"in a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",Evaluate,"['in', 'a', 'given', 'clinical', 'situation', ',', 'select', 'the', 'most', 'reasonable', 'intervention', 'and', 'predict', 'the', 'main', 'effects', 'and', 'possible', 'side', 'effects', '.']"
do you agree...?,Evaluate,"['do', 'you', 'agree', '...', '?']"
who can use what we know about sonnets and finish this poem?,Apply,"['who', 'can', 'use', 'what', 'we', 'know', 'about', 'sonnets', 'and', 'finish', 'this', 'poem', '?']"
calculate the rate of habitat fragmentation within the colorado front range in the last decade.,Apply,"['calculate', 'the', 'rate', 'of', 'habitat', 'fragmentation', 'within', 'the', 'colorado', 'front', 'range', 'in', 'the', 'last', 'decade', '.']"
compare fall and spring,Analyze,"['compare', 'fall', 'and', 'spring']"
compose a simple rap or rhyme about zoo animals.,Create,"['compose', 'a', 'simple', 'rap', 'or', 'rhyme', 'about', 'zoo', 'animals', '.']"
"compare and contrast preview questions, clarifying questions and anticipated exam questions, including how each relates to the notetaking process?",Analyze,"['compare', 'and', 'contrast', 'preview', 'questions', ',', 'clarifying', 'questions', 'and', 'anticipated', 'exam', 'questions', ',', 'including', 'how', 'each', 'relates', 'to', 'the', 'notetaking', 'process', '?']"
design costumes for the characters.,Create,"['design', 'costumes', 'for', 'the', 'characters', '.']"
compare the place where the story happened with where you live.,Analyze,"['compare', 'the', 'place', 'where', 'the', 'story', 'happened', 'with', 'where', 'you', 'live', '.']"
draw and label a diagram of a typical stream.,Remember,"['draw', 'and', 'label', 'a', 'diagram', 'of', 'a', 'typical', 'stream', '.']"
investigate (pointwise) convergence and absolute convergence of the given series of functions,Analyze,"['investigate', '(', 'pointwise', ')', 'convergence', 'and', 'absolute', 'convergence', 'of', 'the', 'given', 'series', 'of', 'functions']"
interpret the pictures.,Understand,"['interpret', 'the', 'pictures', '.']"
when did the second world war happen,Remember,"['when', 'did', 'the', 'second', 'world', 'war', 'happen']"
what changes to . . . would you recommend?,Evaluate,"['what', 'changes', 'to', '.', '.', '.', 'would', 'you', 'recommend', '?']"
can you develop a proposal which would . . .?,Create,"['can', 'you', 'develop', 'a', 'proposal', 'which', 'would', '.', '.', '.', '?']"
compute the area of actual circles.,Apply,"['compute', 'the', 'area', 'of', 'actual', 'circles', '.']"
why don't you devise your own way to deal with . . .?,Create,"['why', 'do', ""n't"", 'you', 'devise', 'your', 'own', 'way', 'to', 'deal', 'with', '.', '.', '.', '?']"
make up a new language code and write material using it.,Create,"['make', 'up', 'a', 'new', 'language', 'code', 'and', 'write', 'material', 'using', 'it', '.']"
how would you differentiate between heterodox and mainstream,Analyze,"['how', 'would', 'you', 'differentiate', 'between', 'heterodox', 'and', 'mainstream']"
estimate the risk of serious illness for consumers in different susceptible population groups,Evaluate,"['estimate', 'the', 'risk', 'of', 'serious', 'illness', 'for', 'consumers', 'in', 'different', 'susceptible', 'population', 'groups']"
how to specify the impact energy and impact test temperature of the material in the code,Apply,"['how', 'to', 'specify', 'the', 'impact', 'energy', 'and', 'impact', 'test', 'temperature', 'of', 'the', 'material', 'in', 'the', 'code']"
predict whether phillip will ever go back to visit the cay after several years of recovery. assuming he gets his sight back.,Evaluate,"['predict', 'whether', 'phillip', 'will', 'ever', 'go', 'back', 'to', 'visit', 'the', 'cay', 'after', 'several', 'years', 'of', 'recovery', '.', 'assuming', 'he', 'gets', 'his', 'sight', 'back', '.']"
how do psychologists differ in their general attitudes toward third party presence,Analyze,"['how', 'do', 'psychologists', 'differ', 'in', 'their', 'general', 'attitudes', 'toward', 'third', 'party', 'presence']"
specify the thickness of a galvanized coating based on atmospheric data? (level 2),Apply,"['specify', 'the', 'thickness', 'of', 'a', 'galvanized', 'coating', 'based', 'on', 'atmospheric', 'data', '?', '(', 'level', '2', ')']"
what happens if you restrict a determinental process to a subset r  s?,Apply,"['what', 'happens', 'if', 'you', 'restrict', 'a', 'determinental', 'process', 'to', 'a', 'subset', 'r', 's', '?']"
tell how phillip kept himself alive after timothy died.,Understand,"['tell', 'how', 'phillip', 'kept', 'himself', 'alive', 'after', 'timothy', 'died', '.']"
what approach would you use to prove the truth of the below statement,Apply,"['what', 'approach', 'would', 'you', 'use', 'to', 'prove', 'the', 'truth', 'of', 'the', 'below', 'statement']"
contrast the valles marineris on mars with the grand canyon,Analyze,"['contrast', 'the', 'valles', 'marineris', 'on', 'mars', 'with', 'the', 'grand', 'canyon']"
combine any two sports to develop a new olympic sport.,Create,"['combine', 'any', 'two', 'sports', 'to', 'develop', 'a', 'new', 'olympic', 'sport', '.']"
write a letter to the editor on a social issue of concern to you.,Create,"['write', 'a', 'letter', 'to', 'the', 'editor', 'on', 'a', 'social', 'issue', 'of', 'concern', 'to', 'you', '.']"
explain the possible uses described in class for the space to the left of the vertical line.,Understand,"['explain', 'the', 'possible', 'uses', 'described', 'in', 'class', 'for', 'the', 'space', 'to', 'the', 'left', 'of', 'the', 'vertical', 'line', '.']"
outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,Understand,"['outline', 'the', 'mechanisms', 'employed', 'by', 'bacteria', 'allowing', 'them', 'to', 'evade', 'phagocytic', 'destruction', '.']"
what are major facts about particular cultures and societies,Remember,"['what', 'are', 'major', 'facts', 'about', 'particular', 'cultures', 'and', 'societies']"
make a paper-mache map to include relevant information about an event.,Apply,"['make', 'a', 'paper-mache', 'map', 'to', 'include', 'relevant', 'information', 'about', 'an', 'event', '.']"
list reserved words in c programming.,Remember,"['list', 'reserved', 'words', 'in', 'c', 'programming', '.']"
